Scheme,DXCC,Reference,Name,Type,Lat,Long,Locator
9ABOTA,497,B/9A-0001,Krči,Kingdom of Yugoslavia,45.448409,16.318265,JN85DK
9ABOTA,497,B/9A-0002,Kupalište,Kingdom of Yugoslavia,45.444604,16.269341,JN85DK
9ABOTA,497,B/9A-0003,Vila Rebar,WW2,45.863344,15.97925,JN75XU
9ABOTA,497,B/9A-0004,Bringln,Kingdom of Yugoslavia,45.449467,16.310678,JN85DK
9ABOTA,497,B/9A-0005,Zadar,Italian WW2,44.105102,15.28501,JN74PC
9ABOTA,497,B/9A-0006,Zadar,Italian WW2,44.093014,15.293451,JN74PC
9ABOTA,497,B/9A-0007,Zadar,Italian WW2,44.096025,15.278558,JN74PC
9ABOTA,497,B/9A-0008,Zadar,Italian WW2,44.093235,15.2782,JN74PC
9ABOTA,497,B/9A-0009,Zadar,Italian WW2,44.094175,15.279069,JN74PC
9ABOTA,497,B/9A-0010,Zadar,Italian WW2,44.093371,15.26932,JN74PC
9ABOTA,497,B/9A-0011,Puntamika,Italian WW2,44.1311655,15.2046055,JN74OD
9ABOTA,497,B/9A-0012,Vis,Yugoslav People Army,43.0565577,16.0525596,JN83AB
9ABOTA,497,B/9A-0013,Šibenik,WW2,43.74216061,15.90979505,JN73WR
9ABOTA,497,B/9A-0014,Šibenik,WW2,43.74422534,15.90785571,JN73WR
9ABOTA,497,B/9A-0015,Split,WW2,43.50980672,16.41197223,JN83EM
9ABOTA,497,B/9A-0016,Split,WW2,43.50980672,16.41531962,JN83EM
9ABOTA,497,B/9A-0017,Split,Yugoslav People Army,43.5052001,16.40845317,JN83EM
9ABOTA,497,B/9A-0018,Split,WW2,43.55957308,16.51158318,JN83GN
9ABOTA,497,B/9A-0019,Žaborić,Yugoslav People Army,43.670905,15.9334907,JN73XQ
9ABOTA,497,B/9A-0020,Školjić,WW2,43.7197751,15.856764,JN73WR
9ABOTA,497,B/9A-0021,Lozica,WW2,42.67829676,18.0761913,JN92AQ
9ABOTA,497,B/9A-0022,Zaton,WW2,42.68635605,18.04515731,JN92AQ
9ABOTA,497,B/9A-0023,Školjić,WW2,44.89758556,14.01523668,JN74AV
9ABOTA,497,B/9A-0024,Figo Uvala,WW2,44.87002089,13.79697494,JN64VU
9ABOTA,497,B/9A-0025,Muzil,Yugoslav People Army,44.86299737,13.80173611,JN64VU
9ABOTA,497,B/9A-0026,Pula,WW2,44.83335177,13.85062413,JN64WU
9ABOTA,497,B/9A-0027,Zaprešić,WW2,45.83477017,15.82237501,JN75VU
9ABOTA,497,B/9A-0028,Bukovac,WW2,45.34952976,14.76387458,JN75JI
9ABOTA,497,B/9A-0029,Mali Dol,WW2,45.26417726,14.61623719,JN75HG
9ABOTA,497,B/9A-0030,Veli Dol,WW2,45.25792438,14.62215951,JN75HG
9ABOTA,497,B/9A-0031,Kovačica,WW2,45.74284566,16.99519043,JN85LR
9ABOTA,497,B/9A-0032,Vrijeska,Yugoslav People Army,45.64441648,17.29319908,JN85PP
9ABOTA,497,B/9A-0033,Vrijeska,WW2,45.64338651,17.29052538,JN85PP
9ABOTA,497,B/9A-0034,Zvonimirovac,WW2,45.6995745,17.87958438,JN85WQ
9ABOTA,497,B/9A-0035,Dobrović,WW2,45.6561243,17.8573245,JN85WP
9ABOTA,497,B/9A-0036,Gajić,WW2,45.4883681,18.0797257,JN95AL
9ABOTA,497,B/9A-0037,Sokolana,WW2,45.4958448,18.0956428,JN95BL
9ABOTA,497,B/9A-0038,Urbari ja,WW2,45.4957797,18.1041129,JN95BL
9ABOTA,497,B/9A-0039,Jelisavac,WW2,45.5199595,18.1277623,JN95BM
9ABOTA,497,B/9A-0040,Velike Sredice,,45.8786858,16.8149373,JN85JV
9ABOTA,497,B/9A-0041,Plavšinac,Yugoslav People Army,46.11007,16.9288839,JN86LC
9ABOTA,497,B/9A-0042,Babulj,Homeland War,44.5292115,15.442269,JN74RM
9ABOTA,497,B/9A-0043,Paklenica,Yugoslav People Army,44.306206,15.473006,JN74RH
9ABOTA,497,B/9A-0044,Lastovo,Yugoslav People Army,42.7657298,16.813607,JN82JS
9ABOTA,497,B/9A-0045,Lastovo,Yugoslav People Army,42.7690295,16.8026554,JN82JS
9ABOTA,497,B/9A-0046,Lastovo,Yugoslav People Army,42.7407206,16.8442672,JN82KR
9ABOTA,497,B/9A-0047,Lastovo,Yugoslav People Army,42.7568717,16.8101978,JN82JS
9ABOTA,497,B/9A-0048,Lastovo,Yugoslav People Army,42.7244915,16.8418692,JN82KR
9ABOTA,497,B/9A-0049,Lastovo,Yugoslav People Army,42.7250265,16.8436293,JN82KR
9ABOTA,497,B/9A-0050,Soboli,WW2,45.3759823,14.5421792,JN75GJ
9ABOTA,497,B/9A-0051,Česko Selo,Kingdom of Yugoslavia,45.4405689,16.3239502,JN85DK
9ABOTA,497,B/9A-0052,Silos,Kingdom of Yugoslavia,45.445397,16.302163,JN85DK
9ABOTA,497,B/9A-0053,Silos,Kingdom of Yugoslavia,45.445438,16.301954,JN85DK
9ABOTA,497,B/9A-0054,Regelbau,WW2 German,45.817403,15.931406,JN75XT
9ABOTA,497,B/9A-0055,Radar Complex,Yugoslav People Army,45.70327,16.086023,JN85BQ
9ABOTA,497,B/9A-0056,Vrsar,WW2,45.132662,13.616365,JN65TD
9ABOTA,497,B/9A-0057,Lesso,WW2,45.100294,13.622708,JN65TC
9ABOTA,497,B/9A-0058,Rovinj,WW2,45.084149,13.629325,JN65TC
9ABOTA,497,B/9A-0059,Rovinj,WW2,45.070223,13.628106,JN65TB
9ABOTA,497,B/9A-0060,Fort Forno,WW1,44.999476,13.726074,JN64UX
9ABOTA,497,B/9A-0061,Fort Forno,WW1,44.998586,13.725608,JN64UX
9ABOTA,497,B/9A-0062,Fort Caluzzi,WW1,44.998705,13.73142,JN64UX
9ABOTA,497,B/9A-0063,Fort Caluzzi,WW1,44.998129,13.732461,JN64UX
9ABOTA,497,B/9A-0064,Bus,WW1,45.00262,13.729839,JN65UA
9ABOTA,497,B/9A-0065,Fort Paravia,WW1,45.003553,13.736223,JN65UA
9ABOTA,497,B/9A-0066,Fort Paravia,WW1,45.003674,13.736652,JN65UA
9ABOTA,497,B/9A-0067,Fort Giacomo,WW1,45.006178,13.732382,JN65UA
9ABOTA,497,B/9A-0068,Fort Spinida,WW1,45.005951,13.738709,JN65UA
9ABOTA,497,B/9A-0069,Fort Barbariga,WW1,45.004301,13.742141,JN65UA
9ABOTA,497,B/9A-0070,Fort Giacomo,WW1,45.007163,13.734785,JN65UA
9ABOTA,497,B/9A-0071,Fort Benedetto,WW1,44.994064,13.734342,JN64UX
9ABOTA,497,B/9A-0072,Coast Beach,WW2,44.966328,13.771061,JN64VX
9ABOTA,497,B/9A-0073,Barbariga,WW1,44.986668,13.737527,JN64UX
9ABOTA,497,B/9A-0074,Peroj,WW2,44.951709,13.782371,JN64VW
9ABOTA,497,B/9A-0075,Monte Salvie,WW2,44.931701,13.731601,JN64UW
9ABOTA,497,B/9A-0076,Brijun,WW2,44.923066,13.736386,JN64UW
9ABOTA,497,B/9A-0077,Fisella,WW1,44.872215,13.807199,JN64VU
9ABOTA,497,B/9A-0078,Muzil,WW1,44.864138,13.800478,JN64VU
9ABOTA,497,B/9A-0079,Muzil,WW1,44.862089,13.798225,JN64VU
9ABOTA,497,B/9A-0080,Ovine,WW1,44.860694,13.808051,JN64VU
9ABOTA,497,B/9A-0081,Kolucinka,WW2,44.817923,13.853595,JN64WT
9ABOTA,497,B/9A-0082,Volam,WW2,44.805451,13.873727,JN64WT
9ABOTA,497,B/9A-0083,Premantura,WW2,44.812672,13.908959,JN64WT
9ABOTA,497,B/9A-0084,Premantura,WW2,44.795499,13.906845,JN64WT
9ABOTA,497,B/9A-0085,Kamenjak,WW2,44.771274,13.911081,JN64WS
9ABOTA,497,B/9A-0086,Medulin,WW2,44.803294,13.929502,JN64XT
9ABOTA,497,B/9A-0087,Medulin,WW2,44.804,13.93155,JN64XT
9ABOTA,497,B/9A-0088,Monte Madonna,WW1,44.846977,13.974718,JN64XU
9ABOTA,497,B/9A-0089,Monte Madonna,WW1,44.847225,13.974866,JN64XU
9ABOTA,497,B/9A-0090,Monte Madonna,WW1,44.84743,13.975064,JN64XU
9ABOTA,497,B/9A-0091,Grmov,WW2,44.825328,14.370644,JN74ET
9ABOTA,497,B/9A-0092,Studena,Kingdom of Yugoslavia,45.430061,14.378013,JN75EK
9ABOTA,497,B/9A-0093,Drenova,WW2,45.35029,14.445927,JN75FI
9ABOTA,497,B/9A-0094,Drenova,WW2,45.349323,14.445777,JN75FI
9ABOTA,497,B/9A-0095,Monte Lesco,WW2,45.353947,14.442649,JN75FI
9ABOTA,497,B/9A-0096,Pulac,WW2,45.354698,14.441395,JN75FI
9ABOTA,497,B/9A-0097,Pulac,WW2,45.354652,14.435284,JN75FI
9ABOTA,497,B/9A-0098,Drenova,WW2,45.358983,14.428734,JN75FI
9ABOTA,497,B/9A-0099,Srdoči,WW2,45.351425,14.364152,JN75EI
9ABOTA,497,B/9A-0100,Veli Vrh,WW2,45.362276,14.439031,JN75FI
9ABOTA,497,B/9A-0101,Krči,Kingdom of Yugoslavia,45.447952,16.319048,JN85DK
9ABOTA,497,B/9A-0102,Krči,Kingdom of Yugoslavia,45.447086,16.321948,JN85DK
9ABOTA,497,B/9A-0103,Krči,Kingdom of Yugoslavia,45.447209,16.322734,JN85DK
9ABOTA,497,B/9A-0104,Krči,Kingdom of Yugoslavia,45.447492,16.325792,JN85DK
9ABOTA,497,B/9A-0105,Kupa,Kingdom of Yugoslavia,45.457181,16.335539,JN85EK
9ABOTA,497,B/9A-0106,Kupa,Kingdom of Yugoslavia,45.465942,16.331927,JN85DL
9ABOTA,497,B/9A-0107,Kupa,Kingdom of Yugoslavia,45.463181,16.312802,JN85DL
9ABOTA,497,B/9A-0108,Nova Drenčina,Kingdom Of Yugoslavia,45.456893,16.319906,JN85DK
9ABOTA,497,B/9A-0109,Radio Reley Magarčevac,Yugoslav People Army,45.290398,15.784334,JN75VG
9ABOTA,497,B/9A-0110,Sesvete,WW2,45.824251,16.106742,JN85BT
9ABOTA,497,B/9A-0111,Sesvete,WW2,45.823926,16.115495,JN85BT
9ABOTA,497,B/9A-0112,Sudovec,Yugoslav People Army,46.106688,16.354349,JN86EC
9ABOTA,497,B/9A-0113,Možđenec,Yugoslav People Army,46.131901,16.357537,JN86ED
9ABOTA,497,B/9A-0114,Možđenec,Yugoslav People Army,46.146529,16.361159,JN86ED
9ABOTA,497,B/9A-0115,Radio Reley Molvice,Yugoslav People Army,45.773221,15.760989,JN75VS
9ABOTA,497,B/9A-0116,Radio Reley Panos,Yugoslav People Army,44.42627,15.281792,JN74PK
9ABOTA,497,B/9A-0117,Radio Reley Ćelavac,Yugoslav People Army,44.259745,15.78524,JN74VG
9ABOTA,497,B/9A-0118,Radio Reley Kuk 1,Yugoslav People Army,43.410626,16.87397,JN83KJ
9ABOTA,497,B/9A-0119,Radio Reley Kuk 0,Yugoslav People Army,43.385586,16.935815,JN83LJ
9ABOTA,497,B/9A-0120,Fort San Daniele,WW1,44.883648,13.890786,JN64WV
9ABOTA,497,B/9A-0121,Prvić,WW2,43.724726,15.803878,JN73VR
9MBOTA,299,B/9M-0001,Penang War Museum (bunker),Unknown,5.28159,100.28883,OJ05DG
9MBOTA,299,B/9M-0002,Ipoh Airport (bunker),Unknown,4.57016,101.10203,OJ04NN
9MBOTA,299,B/9M-0003,Kota Kuala Muda Pillbox (bunker),Unknown,5.67291,100.37066,OJ05EQ
9MBOTA,299,B/9M-0004,Mount Erskine (bunker),Unknown,5.44229,100.30314,OJ05DK
9MBOTA,299,B/9M-0005,Teluk Kumbar Pillbox (bunker),Unknown,5.29116,100.23274,OJ05CG
9MBOTA,299,B/9M-0006,Banding Memorial Gallery (bunker),Unknown,5.54338,101.34091,OJ05QN
9MBOTA,299,B/9M-0007,Kelantan Riverbank (bunker),Unknown,6.13096,102.234,OJ16CD
9MBOTA,46,B/9M-0008,Kudat Pinangsoo Cave (bunker),Unknown,6.93147,116.80794,OJ86JW
9MBOTA,299,B/9M-0009,Gunung Panti (bunker),Unknown,1.88449,103.9171,OJ11XV
9MBOTA,299,B/9M-0010,Tanjung Pengelih (bunker),Unknown,1.36863,104.08963,OJ21BI
9MBOTA,299,B/9M-0011,Pantai Pelindung  (bunker),Unknown,3.828,103.37516,OJ13QT
9MBOTA,299,B/9M-0012,Pantai Beserah (bunker),Unknown,3.89689,103.36615,OJ13QV
9MBOTA,299,B/9M-0013,Pantai Teluk Cempedak (bunker),Unknown,3.81406,103.37213,OJ13QT
9MBOTA,299,B/9M-0014,Pantai Merdeka (bunker),Unknown,5.67178,100.37035,OJ05EQ
9MBOTA,299,B/9M-0015,Green Ridge (bunker),Unknown,4.33231,101.15545,OJ04NH
9MBOTA,299,B/9M-0016,Pantai Chap  (bunker),Unknown,6.03718,102.41285,OJ16EA
9MBOTA,299,B/9M-0017,Pantai Kundur (bunker),Unknown,6.20663,102.2535,OJ16DE
9MBOTA,46,B/9M-0018,Reservoir Park (bunker),Unknown,1.55321,110.3461,OJ51EN
9MBOTA,299,B/9M-0019,Pantai Perupok (bunker),Unknown,6.08947,102.39218,OJ16EC
9MBOTA,299,B/9M-0020,Dataran Kubu Pengkalan Attap (bunker),Unknown,5.83607,102.54937,OJ15GU
9MBOTA,299,B/9M-0021,Laman Kubu British 1939 (bunker),Unknown,1.72671,103.89232,OJ11WR
9MBOTA,299,B/9M-0022,Kampung Bohor (bunker),Unknown,6.17115,100.4036,OJ06EE
9MBOTA,299,B/9M-0023,Pillbox Kampung Baung (bunker),Unknown,6.16102,102.27662,OJ16DD
9MBOTA,299,B/9M-0024,Kampung Lalang Luas (bunker),Unknown,5.81774,102.20129,OJ15CT
9MBOTA,299,B/9M-0025,Dataran Kubu Kuala Gel (bunker),Unknown,6.00141,102.42981,OJ16FA
9MBOTA,299,B/9M-0026,Dutch Fort Pulau Pangkor (bunker),Unknown,4.20286,100.5754,OJ04GE
9MBOTA,46,B/9M-0027,Fort Margherita (The Brooke Gallery) (bunker),Unknown,1.56078,110.34943,OJ51EN
9MBOTA,299,B/9M-0028,Matang Museum Kota Ngah Ibrahim (bunker),Unknown,4.81337,100.67623,OJ04IT
9MBOTA,46,B/9M-0029,Fort Emma (bunker),Unknown,2.1018,112.15801,OJ62BC
9MBOTA,46,B/9M-0030,Fort Hose (bunker),Unknown,4.17733,114.32472,OJ74DE
9MBOTA,46,B/9M-0031,Fort Alice (bunker),Unknown,1.24,111.46185,OJ51RF
9MBOTA,46,B/9M-0032,Fort Arundell (bunker),Unknown,1.16372,111.83312,OJ51VD
9MBOTA,46,B/9M-0033,Fort Sylvia (bunker),Unknown,2.10815,112.93175,OJ62LC
9MBOTA,46,B/9M-0034,Kubu Long Akah (bunker),Unknown,3.31874,114.7906,OJ73JH
9MBOTA,46,B/9M-0035,Fort Lily (bunker),Unknown,1.42098,111.52754,OJ51SK
9MBOTA,46,B/9M-0036,Fort Charles (bunker),Unknown,1.7997,111.11999,OJ51NT
9MBOTA,299,B/9M-0037,A Famosa (bunker),Unknown,2.19181,102.25037,OJ12DE
9MBOTA,299,B/9M-0038,Pillbox Jalan Dato Ismail Hashim (bunker),Unknown,5.32965,100.27578,OJ05DH
9MBOTA,299,B/9M-0039,Pillbox Jalan Gertak Sanggul (bunker),Unknown,5.28803,100.22549,OJ05CG
9MBOTA,299,B/9M-0040,Lukut Museum (bunker),Unknown,2.56828,101.82282,OJ02VN
9MBOTA,299,B/9M-0041,Fort Supai (bunker),Unknown,2.38833,101.97175,OJ02XJ
9MBOTA,299,B/9M-0042,Fort Iskandar (bunker),Unknown,2.88812,102.54911,OJ12GV
9MBOTA,299,B/9M-0043,Pulau Bewok Bunker (bunker),Unknown,3.77988,103.30588,OJ13PS
9MBOTA,299,B/9M-0044,Kepala Batas Bunker (bunker),Unknown,6.19962,100.41206,OJ06EE
9MBOTA,299,B/9M-0045,Johor Lama Museum (bunker),Unknown,1.58071,104.01781,OJ21AN
9MBOTA,299,B/9M-0046,Kuala Kedah Museum (bunker),Unknown,6.10892,100.28665,OJ06DC
CABOTA,1,B/CA-0001,Naval Ammunition Depot Bunkers,Historical Ammo Bunker,50.672899,-120.382573,CO90TQ
CABOTA,1,B/CA-0002,Diefenbunker National Historic Site,Historical Cold War Bunker,45.3505,-76.0462,FN15XI
CABOTA,1,B/CA-0003,Debert Diefenbunker,Historical Cold War Bunker,45.421017,-63.450522,FN85GK
CABOTA,1,B/CA-0004,Tracadie Air Force Range Bunker,Former Miltary Training Bunker,47.43532,-65.05165,FN77LK
CABOTA,1,B/CA-0005,CFB Penhold Bunker,Former Cold War Bunker Site,52.172374,-113.860279,DO32BE
CABOTA,1,B/CA-0006,NORAD Complex,Classified Federal Heritage Building,46.356065,-79.416904,FN06GI
CABOTA,1,B/CA-0007,FRP FK2,"Chisholm, AB, Red Deer Filter Centre, Completed by 1 Nov 1962  (jurisdiction NAR)",54.91012103,-114.1703941,DO24VV
CABOTA,1,B/CA-0008,FRP EK1,"Boyle, AB, NAR? building. EKHK 1035,",54.58725993,-112.8037966,DO34OO
CABOTA,1,B/CA-0009,FRP FK4,"Barrhead, AB, NAR building, EKFK3510",54.12307223,-114.4016742,DO24TC
CABOTA,1,B/CA-0010,FRP GJ 22,"RCAF Station Namao, EKGJ 3340",53.67452023,-113.4631747,DO33GQ
CABOTA,1,B/CA-0011,FRP GH33,"RCAF Station Penhold, EKGH0809, linked to REHQ Penhold",52.17700003,-113.89,DO32BE
CABOTA,1,B/CA-0012,FRP EK42,"RCAF Cold Lake, EKEK4325",54.40569173,-110.2819433,DO44UJ
CABOTA,1,B/CA-0013,FRP GJ33,"In Department of Transport building, EKGJ2520",53.33735683,-113.5240025,DO33FI
CABOTA,1,B/CA-0014,FRP JF4,"DRB Suffield, EKJF5113",50.27294053,-111.1730991,DO40JG
CABOTA,1,B/CA-0015,FRP EK2,"Swan Hills RCMP station, EKEK3545",54.71604933,-115.4025896,DO24HR
CABOTA,1,B/CA-0016,FRP GK2,"Athabaska RCMP Station, EKGK4542",54.72140943,-113.2861822,DO34IR
CABOTA,1,B/CA-0017,FRP JK1,"Lac La Biche, AB, RCMP Station, EKJK0146",54.76964153,-111.972514,DO44AS
CABOTA,1,B/CA-0018,FRP GK3,"Westlock, AB, RCMP station, EKGK0910",54.15215653,-113.851419,DO34BD
CABOTA,1,B/CA-0019,FRP EK4,"Smoky Lake, AB RCMP Station",54.11236423,-112.4759069,DO34SC
CABOTA,1,B/CA-0020,FRP KK3,"Bonnyville, AB RCMP Station, EKKK1818",54.26817663,-110.7200371,DO44PG
CABOTA,1,B/CA-0021,FRP EJ2,"Mayerthorpe, AB RCMP Station, EKEJ5557",53.95250133,-115.1397259,DO23KW
CABOTA,1,B/CA-0022,FRP DJ2,"Edson, AB RCMP Station, EKDJ3335",53.58550873,-116.4428615,DO13SO
CABOTA,1,B/CA-0023,FRP HE13,"Picture Butte, AB RCMP Station EKHE1453",49.87301933,-112.7801858,DN39OU
CABOTA,1,B/CA-0024,FRP JE3,"Coutts, AB RCMP Station, EKJE0201",49.00234063,-111.9648003,DN49AA
CABOTA,1,B/CA-0025,FRP GG2,"Three Hills, AB RCMP Station, EKGG4742",51.70712003,-113.2648644,DO31IQ
CABOTA,1,B/CA-0026,FRP JG1,"Hanna AB RCMP Station, EKJG0438",51.64405823,-111.92872,DO41AP
CABOTA,1,B/CA-0027,FRP JG42,"Cochrane, AB RCMP Station, EKFG 3213",51.19098833,-114.4678603,DO21SE
CABOTA,1,B/CA-0028,FRP GG3,"Beiseker AB RCMP Station, EKGG2924",51.38502923,-113.535263,DO31FJ
CABOTA,1,B/CA-0029,FRP FG4,"Oyen, AB RCMP Station EKGG3122",51.35186143,-110.4825214,DO41SI
CABOTA,1,B/CA-0030,FRP FG44,"Calgary, AB RCMP Station (Nov 1961), EKFG5505",51.04861513,-114.0708459,DO21XB
CABOTA,1,B/CA-0031,FRP GZ2,"Gleichen, AB RCMP Station, EKGZ5753",50.86615303,-113.051568,DO30LU
CABOTA,1,B/CA-0032,FRP HF2,"Bassano, AB RCMP Station, EKHF3148",50.78947913,-112.4686447,DO30SS
CABOTA,1,B/CA-0033,FRP GF1,"Okotoks, AB RCMP Station, EKFG0244",50.72549363,-113.9749472,DO30AR
CABOTA,1,B/CA-0034,FRP GP?12,"High River, AB RCMP Station EKGP0835",50.58010213,-113.8707312,DO30BN
CABOTA,1,B/CA-0035,FRP JF1,Brooks AB RCMP Station EKJF0534,50.56597523,-111.8991668,DO40BN
CABOTA,1,B/CA-0036,FRP HJ1,"Lamont, AB RCMP Station HEHJ1446",53.76019793,-112.7795395,DO33OS
CABOTA,1,B/CA-0037,FRP JJ1,"Two Hills, AB RCMP Station, EKJJ1542",53.71164763,-111.7448789,DO43DR
CABOTA,1,B/CA-0038,FRP KJ12,"Derwent, AB, RCMP Station, EKKJ0140",53.65471873,-110.9668813,DO43MP
CABOTA,1,B/CA-0039,FRP CJ3/FRP CJ32,"Hinton, AB RCMP Station EKCJ2724. There was another FRP here, FRP CJ32, located in a prov lands and forests building at EKCJ2525",53.40370883,-117.5718423,DO13FJ
CABOTA,1,B/CA-0040,FRP FJ22,"Stony Plain AB RCMP Station, EKFJ5932",53.52793143,-114.001928,DO23XM
CABOTA,1,B/CA-0041,FRP GJ25,"Edmonton AB RCMP Station, EKGJ3133",53.54438903,-113.4909267,DO33GN
CABOTA,1,B/CA-0042,FRP HJ4,"Vegreville AB RCMP Station, EKHJ5630",53.50517353,-112.0621386,DO33XM
CABOTA,1,B/CA-0043,FRP FJ3,Drayton Valley AB RCMP Station EEFJ0115,53.22140743,-114.9766785,DO23MF
CABOTA,1,B/CA-0044,FRP GJ34,"Leduc, AB RCMP Station EKGJ2717",53.25801263,-113.5502218,DO33FG
CABOTA,1,B/CA-0045,FRP JJ3,Viking AB RCMP Station EKJJ1506,53.09607933,-111.7764533,DO43CC
CABOTA,1,B/CA-0046,FRP BH2,"Jasper AB RCMP Station, EKBH 5752",52.87367863,-118.0813581,DO02XU
CABOTA,1,B/CA-0047,FRP JH1,Killam AB RCMP Station HKJH1250,52.79111883,-111.8606207,DO42BS
CABOTA,1,B/CA-0048,FRP GH3,Red Deer AB RCMP Station EKGH1218,52.26811183,-113.8112386,DO32CG
CABOTA,1,B/CA-0049,FRP HH3,"Stettler AB RCMP Station, EKHH1920",52.32275153,-112.7109042,DO32PH
CABOTA,1,B/CA-0050,FRP HH4,Provost AB RCMP Station EKKH 4821,52.35595333,-110.2607913,DO42UI
CABOTA,1,B/CA-0051,FRP GH34,Innisfail AB RCMP Station EKGH0601,52.02740643,-113.9470957,DO32AA
CABOTA,1,B/CA-0052,FRP JK4,Coronation AB RCMP Station HKJK3306,52.09373823,-111.445833,DO42GC
CABOTA,1,B/CA-0053,FRP KE32,"Magrath AB RCMP Station, EKKE0527",49.42364473,-112.8686066,DN39NK
CABOTA,1,B/CA-0054,FRP KE3,"Manyberries AB RCMP Station, EKKE1925",49.40168803,-110.693238,DN49PJ
CABOTA,1,B/CA-0055,FRP GE32,"Waterton AB, RCMP Station, FKGE0503",49.05096003,-113.908563,DN39BB
CABOTA,1,B/CA-0056,FRP GE4,Cardston AB RCMP Station EKGE4212,49.19506633,-113.301798,DN39IE
CABOTA,1,B/CA-0057,FRP GF3,"Nanton, AB RCMP Station EKGF1522",50.34633553,-113.7746723,DO30CI
CABOTA,1,B/CA-0058,FRP GF43,Barons AB RCMP Station EKGF5300,49.99754743,-113.0816765,DN39LX
CABOTA,1,B/CA-0059,FRP HF4,Vauxhall AB RCMP Station EKHF5405,50.06918643,-112.1077749,DO30WB
CABOTA,1,B/CA-0060,FRP GE2,Fort Macleod AB  RCMP Station EKGE3642,49.72167923,-113.4000408,DN39HR
CABOTA,1,B/CA-0061,FRP HE12,Lethbridge AB RCMP Station EKHE1142,49.69349003,-112.84184,DN39NQ
CABOTA,1,B/CA-0062,FRP HE12,"Taber AB RCMP Station, EKHE5148",49.78596063,-112.1496533,DN39WS
CABOTA,1,B/CA-0063,FRP JE2,"Bow Island, AB RCMP Station EKJE4052",49.86962103,-111.3770987,DN49HU
CABOTA,1,B/CA-0064,FRP FE2,"Blairmore AB, RCMP Station HEFE3336",49.63399903,-114.5183052,DN29RP
CABOTA,1,B/CA-0065,FRP GE1,Pincher Creek AB RCMP Station EKGE0130,49.48634583,-113.9502549,DN39AL
CABOTA,1,B/CA-0066,FRP JE4,"Foremost AB RCMP Station, EKJE3229",49.47903313,-111.4407787,DN49GL
CABOTA,1,B/CA-0067,FRP GJ1,Medicine Lodge AB Provincial Lands and Forests building (somewhere) EKGJ5932,53.56666703,-117.0166671,DO13LN
CABOTA,1,B/CA-0068,FRP EJ3,"Lovett, AB Provincial Lands and Forest building EKEJ0125",53.033333,-116.68333,DO13PA
CABOTA,1,B/CA-0069,FRP EJ1,"Cold Creek, AB, Prov Lands and Forests EKEJ3039",53.34985893,-117.6381441,DO13EI
CABOTA,1,B/CA-0070,FRP EJ4,"Lodgepole AB Prov Lands and Forests, EKEJ3515",53.09990203,-115.316841,DO23IC
CABOTA,1,B/CA-0071,FRP CH2,Cadomin AB Prov Lands and Forests EJCH3559,53.03247203,-117.326529,DO13IA
CABOTA,1,B/CA-0072,FRP DH2,Nordegg AB Prov Lands and Forests EKDH5830,52.46798603,-116.081488,DO12XL
CABOTA,1,B/CA-0073,FRP FE32,"Rocky Mountain House AB Prov Lands and Forests, EKFH1525",52.37934323,-114.9182883,DO22MJ
CABOTA,1,B/CA-0074,FRP EH4,"Clearwater, AB (near here?) Prov Lands and Forests EKEH4510",52.11916483,-115.6605259,DO22EC
CABOTA,1,B/CA-0075,FRP EG3,"Ghost AB? Prov Lands and Forests building, EKEG1518",51.39413873,-115.0130188,DO21LJ
CABOTA,1,B/CA-0076,FRP EF2,"Kananaskis, AB Prov Lands and Forests EKEF5658",51.07633553,-115.1288004,DO21KB
CABOTA,1,B/CA-0077,FRP EG44,Canmore AB Prov Lands and Forests EKEG4005,51.08924283,-115.3597129,DO21HC
CABOTA,1,B/CA-0078,FRP FF1,Elbow AB Prov Lands and Forests EKFF 2055 (not in this location),50.79680103,-114.8516964,DO20NT
CABOTA,1,B/CA-0079,FRP FF12,Sheep AB Prov Lands and Forests EKFF2638,50.63015533,-114.6837741,DO20PP
CABOTA,1,B/CA-0080,FRP FF3,Highwood AB Prov Lands and Forests Building EKFF2725,50.59944403,-114.987778,DO20MO
CABOTA,1,B/CA-0081,FRP FF4,Willow Creek AB Prov Lands and Forests EKFF3520,49.96565083,-113.7775555,DN39CX
CABOTA,1,B/CA-0082,FRP FE1,Livingstone AB Prov Lands and Forests EKFE2850,50.10009543,-114.439245,DO20SC
CABOTA,1,B/CA-0083,FRP FE22,"Coleman, AB Prov Lands and Forests EKFE3135 (probably not here?)",49.63505843,-114.5025925,DN29RP
CABOTA,1,B/CA-0084,FRP AK2*,"South Wapiti AB, Prov Lands and Forests (probably ranger station) EKAK5058",54.51103433,-119.4066675,DO04HM
CABOTA,1,B/CA-0085,FRP BJ1,Muskeg AB Prov Lands and Forests EKBJ2055,53.91666703,-118.65,DO03QW
CABOTA,1,B/CA-0086,FRP DK1,Pine AB Prov Lands and Forests EKDK0938,52.10971303,-113.4806889,DO32GC
CABOTA,1,B/CA-0087,FRP DK12,"Sunset AB Prov Land and Forests, EKDK1059 (not here obviously)",53.67228993,-111.0949482,DO43KQ
CABOTA,1,B/CA-0088,FRP DJ32,Robb AB Prov Lands and Forests EKDJ0515,53.23357803,-116.9744825,DO13MF
