Scheme,DXCC,Reference,Name,Type,Lat,Long,Locator
OKBOTA,503,B/OK-0894,D-15/71/A-140 Blsany,WWII Light,50.21405,13.47103,JO60RF
OKBOTA,503,B/OK-0895,D-15/72/A-160 Blsany,WWII Light,50.21047,13.46846,JO60RF
OKBOTA,503,B/OK-0896,D-15/73/A-120 Blsany,WWII Light,50.20653,13.46838,JO60RE
OKBOTA,503,B/OK-0897,D-15/75/A-160 Blsany,WWII Light,50.20147,13.46625,JO60RE
OKBOTA,503,B/OK-0898,D-15/76/A-160 Blsany,WWII Light,50.19661,13.46569,JO60RE
OKBOTA,503,B/OK-0899,D-15/77/A-180 Blsany,WWII Light,50.19042,13.46261,JO60RE
OKBOTA,503,B/OK-0900,D-15/78/B1-90 Blsany,WWII Light,50.18992,13.47061,JO60RE
OKBOTA,503,B/OK-0901,D-15/79/A-120 Blsany,WWII Light,50.18697,13.46382,JO60RE
OKBOTA,503,B/OK-0902,D-15/8/A-180 Blsany,WWII Light,50.25035,13.51023,JO60SG
OKBOTA,503,B/OK-0903,D-15/80/C1 Blsany,WWII Light,50.18593,13.46368,JO60RE
OKBOTA,503,B/OK-0904,D-15/81/A-120 Blsany,WWII Light,50.18547,13.45896,JO60RE
OKBOTA,503,B/OK-0905,D-15/82/A-140 Blsany,WWII Light,50.18363,13.45627,JO60RE
OKBOTA,503,B/OK-0906,D-15/9/A-200 Blsany,WWII Light,50.25123,13.50695,JO60SG
OKBOTA,503,B/OK-0907,D-16/1/A-140 Kryry,WWII Light,50.18203,13.4495,JO60RE
OKBOTA,503,B/OK-0908,D-16/10/A-120 Kryry,WWII Light,50.16676,13.43866,JO60RE
OKBOTA,503,B/OK-0909,D-16/11/A-160 Kryry,WWII Light,50.16516,13.43899,JO60RD
OKBOTA,503,B/OK-0910,D-16/12/A-180 Kryry,WWII Light,50.16426,13.43936,JO60RD
OKBOTA,503,B/OK-0911,D-16/13/A-120 Kryry,WWII Light,50.16318,13.44145,JO60RD
OKBOTA,503,B/OK-0912,D-16/14/D1 Kryry,WWII Light,50.1619,13.44184,JO60RD
OKBOTA,503,B/OK-0913,D-16/14a/D2 Kryry,WWII Light,50.16206,13.44097,JO60RD
OKBOTA,503,B/OK-0914,D-16/15/A-140 Kryry,WWII Light,50.15949,13.43745,JO60RD
OKBOTA,503,B/OK-0915,D-16/16/A-140 Kryry,WWII Light,50.1582,13.43512,JO60RD
OKBOTA,503,B/OK-0916,D-16/17/A-180 Kryry,WWII Light,50.15733,13.43002,JO60RD
OKBOTA,503,B/OK-0917,D-16/18/A-160 Kryry,WWII Light,50.1567,13.42838,JO60RD
OKBOTA,503,B/OK-0918,D-16/19/A-160 Kryry,WWII Light,50.15469,13.42321,JO60RD
OKBOTA,503,B/OK-0919,D-16/2/A-180 Kryry,WWII Light,50.18151,13.44596,JO60RE
OKBOTA,503,B/OK-0920,D-16/20/A-160 Kryry,WWII Light,50.1534,13.41963,JO60RD
OKBOTA,503,B/OK-0921,D-16/21/A-180 Kryry,WWII Light,50.15238,13.41812,JO60RD
OKBOTA,503,B/OK-0922,D-16/22/A-140 Kryry,WWII Light,50.15144,13.41753,JO60RD
OKBOTA,503,B/OK-0923,D-16/24/A-140 Kryry,WWII Light,50.14458,13.41245,JO60QD
OKBOTA,503,B/OK-0924,D-16/25/A-160 Kryry,WWII Light,50.14354,13.40973,JO60QD
OKBOTA,503,B/OK-0925,D-16/26/D1 Kryry,WWII Light,50.1423,13.40857,JO60QD
OKBOTA,503,B/OK-0926,D-16/27/B2-100 Kryry,WWII Light,50.14103,13.40742,JO60QD
OKBOTA,503,B/OK-0927,D-16/28/A-140Z Kryry,WWII Light,50.14054,13.40615,JO60QD
OKBOTA,503,B/OK-0928,D-16/29/A-200Z Kryry,WWII Light,50.13998,13.40282,JO60QD
OKBOTA,503,B/OK-0929,D-16/3/A-220Z Kryry,WWII Light,50.17979,13.44183,JO60RE
OKBOTA,503,B/OK-0930,D-16/30/A-160 Kryry,WWII Light,50.13766,13.39939,JO60QD
OKBOTA,503,B/OK-0931,D-16/31/A-140 Kryry,WWII Light,50.1359,13.39288,JO60QD
OKBOTA,503,B/OK-0932,D-16/32/A-180Z Kryry,WWII Light,50.13645,13.38826,JO60QD
OKBOTA,503,B/OK-0933,D-16/33/A-140 Kryry,WWII Light,50.13585,13.38536,JO60QD
OKBOTA,503,B/OK-0934,D-16/34/A-180 Kryry,WWII Light,50.13566,13.38461,JO60QD
OKBOTA,503,B/OK-0935,D-16/35/E Kryry,WWII Light,50.13491,13.38407,JO60QD
OKBOTA,503,B/OK-0936,D-16/36/A-120 Kryry,WWII Light,50.13388,13.38155,JO60QD
OKBOTA,503,B/OK-0937,D-16/4/A-140Z Kryry,WWII Light,50.17814,13.44268,JO60RE
OKBOTA,503,B/OK-0938,D-16/47/A-160 Kryry,WWII Light,50.18026,13.4509,JO60RE
OKBOTA,503,B/OK-0939,D-16/48/A-160 Kryry,WWII Light,50.17739,13.44861,JO60RE
OKBOTA,503,B/OK-0940,D-16/49/A-120 Kryry,WWII Light,50.17387,13.4478,JO60RE
OKBOTA,503,B/OK-0941,D-16/5/A-180Z Kryry,WWII Light,50.1764,13.44059,JO60RE
OKBOTA,503,B/OK-0942,D-16/50/A-180 Kryry,WWII Light,50.17302,13.44399,JO60RE
OKBOTA,503,B/OK-0943,D-16/51/A-140 Kryry,WWII Light,50.16819,13.44223,JO60RE
OKBOTA,503,B/OK-0944,D-16/52/B1-80 Kryry,WWII Light,50.16139,13.44506,JO60RD
OKBOTA,503,B/OK-0945,D-16/53/E Kryry,WWII Light,50.15965,13.44869,JO60RD
OKBOTA,503,B/OK-0946,D-16/54/B2-80 Kryry,WWII Light,50.15806,13.44538,JO60RD
OKBOTA,503,B/OK-0947,D-16/55/A-140 Kryry,WWII Light,50.15671,13.4407,JO60RD
OKBOTA,503,B/OK-0948,D-16/56/B1-80 Kryry,WWII Light,50.15437,13.44134,JO60RD
OKBOTA,503,B/OK-0949,D-16/57/A-140 Kryry,WWII Light,50.15348,13.42991,JO60RD
OKBOTA,503,B/OK-0950,D-16/58/A-120 Kryry,WWII Light,50.15275,13.42643,JO60RD
OKBOTA,503,B/OK-0951,D-16/59/A-180 Kryry,WWII Light,50.15283,13.42391,JO60RD
OKBOTA,503,B/OK-0952,D-16/6/A-120Z Kryry,WWII Light,50.17519,13.44083,JO60RE
OKBOTA,503,B/OK-0953,D-16/60/A-180 Kryry,WWII Light,50.15202,13.42201,JO60RD
OKBOTA,503,B/OK-0954,D-16/61/E Kryry,WWII Light,50.14979,13.4199,JO60RD
OKBOTA,503,B/OK-0955,D-16/62/A-120 Kryry,WWII Light,50.14678,13.42025,JO60RD
OKBOTA,503,B/OK-0956,D-16/63/A-140 Kryry,WWII Light,50.14165,13.41681,JO60RD
OKBOTA,503,B/OK-0957,D-16/64/A-160 Kryry,WWII Light,50.13968,13.41251,JO60QD
OKBOTA,503,B/OK-0958,D-16/65/A-160 Kryry,WWII Light,50.13771,13.40684,JO60QD
OKBOTA,503,B/OK-0959,D-16/66/A-140 Kryry,WWII Light,50.13391,13.40018,JO60QD
OKBOTA,503,B/OK-0960,D-16/67/A-160 Kryry,WWII Light,50.13369,13.39524,JO60QD
OKBOTA,503,B/OK-0961,D-16/68/A-180 Kryry,WWII Light,50.13387,13.39146,JO60QD
OKBOTA,503,B/OK-0962,D-16/69/A-120 Kryry,WWII Light,50.13205,13.38805,JO60QD
OKBOTA,503,B/OK-0963,D-16/7/A-200 Kryry,WWII Light,50.17154,13.43606,JO60RE
OKBOTA,503,B/OK-0964,D-16/78/A-140 Kryry,WWII Light,50.12903,13.39735,JO60QD
OKBOTA,503,B/OK-0965,D-16/8/A-180 Kryry,WWII Light,50.16885,13.43607,JO60RE
OKBOTA,503,B/OK-0966,D-16/9/A-160 Kryry,WWII Light,50.16793,13.43732,JO60RE
OKBOTA,503,B/OK-0967,D-17/1/A-120Z Tis u Blatna,WWII Light,50.12111,13.35895,JO60QC
OKBOTA,503,B/OK-0968,D-17/10/A-180 Tis u Blatna,WWII Light,50.11377,13.32571,JO60PC
OKBOTA,503,B/OK-0969,D-17/11/A-140 Tis u Blatna,WWII Light,50.11224,13.32489,JO60PC
OKBOTA,503,B/OK-0970,D-17/12/A-160 Tis u Blatna,WWII Light,50.11026,13.32197,JO60PC
OKBOTA,503,B/OK-0971,D-17/13/C2 Tis u Blatna,WWII Light,50.10871,13.32311,JO60PC
OKBOTA,503,B/OK-0972,D-17/14/A-140 Tis u Blatna,WWII Light,50.10806,13.32151,JO60PC
OKBOTA,503,B/OK-0973,D-17/15/A-120 Tis u Blatna,WWII Light,50.10618,13.31993,JO60PC
OKBOTA,503,B/OK-0974,D-17/16/A-120 Tis u Blatna,WWII Light,50.10416,13.31639,JO60PC
OKBOTA,503,B/OK-0975,D-17/17/A-140 Tis u Blatna,WWII Light,50.10463,13.311,JO60PC
OKBOTA,503,B/OK-0976,D-17/18/A-160 Tis u Blatna,WWII Light,50.10524,13.30734,JO60PC
OKBOTA,503,B/OK-0977,D-17/19/A-160 Tis u Blatna,WWII Light,50.1054,13.30445,JO60PC
OKBOTA,503,B/OK-0978,D-17/2/A-120Z Tis u Blatna,WWII Light,50.11807,13.35427,JO60QC
OKBOTA,503,B/OK-0979,D-17/20/A-120 Tis u Blatna,WWII Light,50.10395,13.30388,JO60PC
OKBOTA,503,B/OK-0980,D-17/21/E Tis u Blatna,WWII Light,50.10531,13.30234,JO60PC
OKBOTA,503,B/OK-0981,D-17/22/A-180Z Tis u Blatna,WWII Light,50.10488,13.29913,JO60PC
OKBOTA,503,B/OK-0982,D-17/23/A-140 Tis u Blatna,WWII Light,50.10363,13.29757,JO60PC
OKBOTA,503,B/OK-0983,D-17/24/E Tis u Blatna,WWII Light,50.10194,13.30123,JO60PC
OKBOTA,503,B/OK-0984,D-17/25/A-120 Tis u Blatna,WWII Light,50.10189,13.29887,JO60PC
OKBOTA,503,B/OK-0985,D-17/26/A-160Z Tis u Blatna,WWII Light,50.1027,13.29652,JO60PC
OKBOTA,503,B/OK-0986,D-17/27/A-160 Tis u Blatna,WWII Light,50.10088,13.29594,JO60PC
OKBOTA,503,B/OK-0987,D-17/28/E Tis u Blatna,WWII Light,50.09964,13.29775,JO60PC
OKBOTA,503,B/OK-0988,D-17/29/A-160 Tis u Blatna,WWII Light,50.09761,13.29662,JO60PC
OKBOTA,503,B/OK-0989,D-17/3/A-140 Tis u Blatna,WWII Light,50.11767,13.35174,JO60QC
OKBOTA,503,B/OK-0990,D-17/30/A-180 Tis u Blatna,WWII Light,50.09587,13.29385,JO60PC
OKBOTA,503,B/OK-0991,D-17/31/A-120 Tis u Blatna,WWII Light,50.09341,13.29442,JO60PC
OKBOTA,503,B/OK-0992,D-17/32/A-160 Tis u Blatna,WWII Light,50.09259,13.29208,JO60PC
OKBOTA,503,B/OK-0993,D-17/33/A-140 Tis u Blatna,WWII Light,50.0915,13.28986,JO60PC
OKBOTA,503,B/OK-0994,D-17/34/A-160 Tis u Blatna,WWII Light,50.09017,13.28651,JO60PC
OKBOTA,503,B/OK-0995,D-17/35/A-160 Tis u Blatna,WWII Light,50.0892,13.28523,JO60PC
OKBOTA,503,B/OK-0996,D-17/36/A-160 Tis u Blatna,WWII Light,50.08842,13.28377,JO60PC
OKBOTA,503,B/OK-0997,D-17/37/A-200Z Tis u Blatna,WWII Light,50.08654,13.27803,JO60PC
OKBOTA,503,B/OK-0998,D-17/38/A-180Z Tis u Blatna,WWII Light,50.08541,13.27691,JO60PC
OKBOTA,503,B/OK-0999,D-17/39/A-160Z Tis u Blatna,WWII Light,50.08184,13.27685,JO60PB
OKBOTA,503,B/OK-1000,D-17/4/A-140 Tis u Blatna,WWII Light,50.11734,13.34938,JO60QC
OKBOTA,503,B/OK-1001,D-17/40/A-220Z Tis u Blatna,WWII Light,50.07918,13.27418,JO60PB
OKBOTA,503,B/OK-1002,D-17/41/A-220Z Tis u Blatna,WWII Light,50.07628,13.27825,JO60PB
OKBOTA,503,B/OK-1003,D-17/42/D2 Tis u Blatna,WWII Light,50.07452,13.28405,JO60PB
OKBOTA,503,B/OK-1004,D-17/43/A-120Z Tis u Blatna,WWII Light,50.07089,13.28485,JO60PB
OKBOTA,503,B/OK-1005,D-17/44/D2 Tis u Blatna,WWII Light,50.07027,13.28734,JO60PB
OKBOTA,503,B/OK-1006,D-17/45/D1 Tis u Blatna,WWII Light,50.06583,13.28284,JO60PB
OKBOTA,503,B/OK-1007,D-17/46/A-140 Tis u Blatna,WWII Light,50.06727,13.27806,JO60PB
OKBOTA,503,B/OK-1008,D-17/5/A-180 Tis u Blatna,WWII Light,50.11723,13.34552,JO60QC
OKBOTA,503,B/OK-1009,D-17/6/A-140 Tis u Blatna,WWII Light,50.11639,13.34242,JO60QC
OKBOTA,503,B/OK-1010,D-17/68/A-120 Tis u Blatna,WWII Light,50.11289,13.33708,JO60QC
OKBOTA,503,B/OK-1011,D-17/69/A-220 Tis u Blatna,WWII Light,50.10998,13.32876,JO60PC
OKBOTA,503,B/OK-1012,D-17/7/A-160 Tis u Blatna,WWII Light,50.11564,13.33989,JO60QC
OKBOTA,503,B/OK-1013,D-17/70/B1-80 Tis u Blatna,WWII Light,50.10889,13.32845,JO60PC
OKBOTA,503,B/OK-1014,D-17/71/A-120 Tis u Blatna,WWII Light,50.10653,13.32672,JO60PC
OKBOTA,503,B/OK-1015,D-17/72/A-180 Tis u Blatna,WWII Light,50.10359,13.32285,JO60PC
OKBOTA,503,B/OK-1016,D-17/73/B2-90 Tis u Blatna,WWII Light,50.10117,13.32211,JO60PC
OKBOTA,503,B/OK-1017,D-17/74/A-160 Tis u Blatna,WWII Light,50.10138,13.31135,JO60PC
OKBOTA,503,B/OK-1018,D-17/75/A-180 Tis u Blatna,WWII Light,50.10066,13.30782,JO60PC
OKBOTA,503,B/OK-1019,D-17/76/A-140 Tis u Blatna,WWII Light,50.09911,13.30372,JO60PC
OKBOTA,503,B/OK-1020,D-17/77/E Tis u Blatna,WWII Light,50.08466,13.28303,JO60PC
OKBOTA,503,B/OK-1021,D-17/78/C2 Tis u Blatna,WWII Light,50.08073,13.28323,JO60PB
OKBOTA,503,B/OK-1022,D-17/8/A-180 Tis u Blatna,WWII Light,50.11531,13.33289,JO60PC
OKBOTA,503,B/OK-1023,D-17/9/A-160 Tis u Blatna,WWII Light,50.11478,13.32884,JO60PC
OKBOTA,503,B/OK-1024,D-19/21/A-160 Nove Mestecko,WWII Light,49.94038,13.16668,JN69OW
OKBOTA,503,B/OK-1025,D-19/22/A-160 Nove Mestecko,WWII Light,49.94058,13.16134,JN69NW
OKBOTA,503,B/OK-1026,D-19/25/E Nove Mestecko,WWII Light,49.93799,13.15411,JN69NW
OKBOTA,503,B/OK-1027,D-19/31/A-160 Nove Mestecko,WWII Light,49.9363,13.13702,JN69NW
OKBOTA,503,B/OK-1028,D-19/46/A-140 Nove Mestecko,WWII Light,49.93815,13.16848,JN69OW
OKBOTA,503,B/OK-1029,D-19/47/A-160 Nove Mestecko,WWII Light,49.93851,13.16024,JN69NW
OKBOTA,503,B/OK-1030,D-19/51/A-140 Nove Mestecko,WWII Light,49.93388,13.13594,JN69NW
OKBOTA,503,B/OK-1031,D-20/1/A-140 Blazim,WWII Light,49.88445,13.04092,JN69MV
OKBOTA,503,B/OK-1032,D-20/10/A-160Z Blazim,WWII Light,49.89805,13.05951,JN69MV
OKBOTA,503,B/OK-1033,D-20/11/A-120 Blazim,WWII Light,49.89894,13.06151,JN69MV
OKBOTA,503,B/OK-1034,D-20/12/A-160Z Blazim,WWII Light,49.90149,13.06443,JN69MV
OKBOTA,503,B/OK-1035,D-20/13/A-120 Blazim,WWII Light,49.90164,13.06983,JN69MV
OKBOTA,503,B/OK-1036,D-20/14/A-160 Blazim,WWII Light,49.90371,13.06698,JN69MV
OKBOTA,503,B/OK-1037,D-20/15/A-140Z Blazim,WWII Light,49.90564,13.0696,JN69MV
OKBOTA,503,B/OK-1038,D-20/16/A-180Z Blazim,WWII Light,49.90739,13.07133,JN69MV
OKBOTA,503,B/OK-1039,D-20/17/A-160Z Blazim,WWII Light,49.91052,13.07813,JN69MV
OKBOTA,503,B/OK-1040,D-20/18/A-140 Blazim,WWII Light,49.90586,13.07464,JN69MV
OKBOTA,503,B/OK-1041,D-20/19/A-160 Blazim,WWII Light,49.91183,13.08399,JN69NV
OKBOTA,503,B/OK-1042,D-20/2/A-160 Blazim,WWII Light,49.8867,13.04257,JN69MV
OKBOTA,503,B/OK-1043,D-20/20/A-140 Blazim,WWII Light,49.91216,13.08677,JN69NV
OKBOTA,503,B/OK-1044,D-20/21/A-120Z Blazim,WWII Light,49.91447,13.09083,JN69NV
OKBOTA,503,B/OK-1045,D-20/22/A-120 Blazim,WWII Light,49.91708,13.09151,JN69NW
OKBOTA,503,B/OK-1046,D-20/23/A-160 Blazim,WWII Light,49.91975,13.09179,JN69NW
OKBOTA,503,B/OK-1047,D-20/3/A-160 Blazim,WWII Light,49.88889,13.04628,JN69MV
OKBOTA,503,B/OK-1048,D-20/30/A-180 Blazim,WWII Light,49.88393,13.0463,JN69MV
OKBOTA,503,B/OK-1049,D-20/31/A-120 Blazim,WWII Light,49.88611,13.05168,JN69MV
OKBOTA,503,B/OK-1050,D-20/32/A-140 Blazim,WWII Light,49.88745,13.05282,JN69MV
OKBOTA,503,B/OK-1051,D-20/33/A-120 Blazim,WWII Light,49.89528,13.06681,JN69MV
OKBOTA,503,B/OK-1052,D-20/34/A-140 Blazim,WWII Light,49.89728,13.06924,JN69MV
OKBOTA,503,B/OK-1053,D-20/35/A-120 Blazim,WWII Light,49.90197,13.07878,JN69MV
OKBOTA,503,B/OK-1054,D-20/36/A-140Z Blazim,WWII Light,49.90598,13.08336,JN69NV
OKBOTA,503,B/OK-1055,D-20/37/A-140 Blazim,WWII Light,49.90828,13.08712,JN69NV
OKBOTA,503,B/OK-1056,D-20/38/A-120 Blazim,WWII Light,49.90987,13.09113,JN69NV
OKBOTA,503,B/OK-1057,D-20/39/A-140 Blazim,WWII Light,49.91179,13.09242,JN69NV
OKBOTA,503,B/OK-1058,D-20/4/A-160 Blazim,WWII Light,49.8899,13.04799,JN69MV
OKBOTA,503,B/OK-1059,D-20/41/A-120 Blazim,WWII Light,49.91498,13.09569,JN69NV
OKBOTA,503,B/OK-1060,D-20/42/A-140 Blazim,WWII Light,49.91863,13.09621,JN69NW
OKBOTA,503,B/OK-1061,D-20/5/A-200 Blazim,WWII Light,49.89284,13.05135,JN69MV
OKBOTA,503,B/OK-1062,D-20/6/A-160 Blazim,WWII Light,49.89326,13.05252,JN69MV
OKBOTA,503,B/OK-1063,D-20/7/A-180 Blazim,WWII Light,49.89489,13.05446,JN69MV
OKBOTA,503,B/OK-1064,D-20/8/A-120Z Blazim,WWII Light,49.89518,13.05665,JN69MV
OKBOTA,503,B/OK-1065,D-20/9/D2 Blazim,WWII Light,49.8955,13.05882,JN69MV
OKBOTA,503,B/OK-1066,D-30/37/A-180 Stebno,WWII Light,50.13407,13.37973,JO60QD
OKBOTA,503,B/OK-1067,D-30/38/A-140 Stebno,WWII Light,50.13334,13.37646,JO60QD
OKBOTA,503,B/OK-1068,D-30/39/A-220 Stebno,WWII Light,50.13228,13.37249,JO60QD
OKBOTA,503,B/OK-1069,D-30/40/A-120 Stebno,WWII Light,50.13109,13.37201,JO60QD
OKBOTA,503,B/OK-1070,D-30/41/E Stebno,WWII Light,50.13002,13.37252,JO60QD
OKBOTA,503,B/OK-1071,D-30/42/A-180 Stebno,WWII Light,50.12952,13.36852,JO60QD
OKBOTA,503,B/OK-1072,D-30/43/A-120 Stebno,WWII Light,50.12785,13.36722,JO60QD
OKBOTA,503,B/OK-1073,D-30/44/B2-100 Stebno,WWII Light,50.12727,13.36639,JO60QD
OKBOTA,503,B/OK-1074,D-30/45/A-160 Stebno,WWII Light,50.12715,13.3594,JO60QD
OKBOTA,503,B/OK-1075,D-30/46/A-220 Stebno,WWII Light,50.12673,13.35706,JO60QD
OKBOTA,503,B/OK-1076,D-30/70/A-180 Stebno,WWII Light,50.13197,13.38111,JO60QD
OKBOTA,503,B/OK-1077,D-30/71/A-200 Stebno,WWII Light,50.12979,13.37599,JO60QD
OKBOTA,503,B/OK-1078,D-30/72/A-120 Stebno,WWII Light,50.12799,13.37558,JO60QD
OKBOTA,503,B/OK-1079,D-30/73/E Stebno,WWII Light,50.1277,13.3694,JO60QD
OKBOTA,503,B/OK-1080,D-30/74/A-140 Stebno,WWII Light,50.1267,13.3735,JO60QD
OKBOTA,503,B/OK-1081,D-30/75/A-120 Stebno,WWII Light,50.1253,13.36363,JO60QD
OKBOTA,503,B/OK-1082,D-30/76/D2 Stebno,WWII Light,50.1227,13.36217,JO60QC
OKBOTA,503,B/OK-1083,D-30/77/B2-100 Stebno,WWII Light,50.11707,13.3666,JO60QC
OKBOTA,503,B/OK-1084,D-30/79/A-160 Stebno,WWII Light,50.12786,13.3883,JO60QD
OKBOTA,503,B/OK-1085,D-30/80/A-140 Stebno,WWII Light,50.12486,13.37995,JO60QC
OKBOTA,503,B/OK-1086,D-30/81/A-220 Stebno,WWII Light,50.12247,13.37169,JO60QC
OKBOTA,503,B/OK-1087,D-31/47/A-160 Rabstejn nad Strelou,WWII Light,50.06671,13.27547,JO60PB
OKBOTA,503,B/OK-1088,D-31/48/E Rabstejn nad Strelou,WWII Light,50.0659,13.2765,JO60PB
OKBOTA,503,B/OK-1089,D-31/49/A-160 Rabstejn nad Strelou,WWII Light,50.06584,13.27499,JO60PB
OKBOTA,503,B/OK-1090,D-31/50/A-160 Rabstejn nad Strelou,WWII Light,50.06162,13.27778,JO60PB
OKBOTA,503,B/OK-1091,D-31/51/A-200Z Rabstejn nad Strelou,WWII Light,50.05788,13.27891,JO60PB
OKBOTA,503,B/OK-1092,D-31/52/A-180Z Rabstejn nad Strelou,WWII Light,50.05533,13.28255,JO60PB
OKBOTA,503,B/OK-1093,D-31/53/D2 Rabstejn nad Strelou,WWII Light,50.05502,13.28686,JO60PB
OKBOTA,503,B/OK-1094,D-31/54/E Rabstejn nad Strelou,WWII Light,50.05351,13.28976,JO60PB
OKBOTA,503,B/OK-1095,D-31/55/A-160 Rabstejn nad Strelou,WWII Light,50.05256,13.28824,JO60PB
OKBOTA,503,B/OK-1096,D-31/56/E Rabstejn nad Strelou,WWII Light,50.04888,13.28681,JO60PB
OKBOTA,503,B/OK-1097,D-31/57/A-220Z Rabstejn nad Strelou,WWII Light,50.04771,13.2844,JO60PB
OKBOTA,503,B/OK-1098,D-31/58/A-160Z Rabstejn nad Strelou,WWII Light,50.04498,13.28741,JO60PB
OKBOTA,503,B/OK-1099,D-31/59/A-220 Rabstejn nad Strelou,WWII Light,50.0415,13.28436,JO60PA
OKBOTA,503,B/OK-1100,D-31/59a/E Rabstejn nad Strelou,WWII Light,50.04182,13.28617,JO60PB
OKBOTA,503,B/OK-1101,D-31/60/A-140 Rabstejn nad Strelou,WWII Light,50.03989,13.2857,JO60PA
OKBOTA,503,B/OK-1102,D-31/61/A-200Z Rabstejn nad Strelou,WWII Light,50.0371,13.28521,JO60PA
OKBOTA,503,B/OK-1103,D-31/62/A-220Z Rabstejn nad Strelou,WWII Light,50.03512,13.28658,JO60PA
OKBOTA,503,B/OK-1104,D-31/63/A-200 Rabstejn nad Strelou,WWII Light,50.03538,13.28928,JO60PA
OKBOTA,503,B/OK-1105,D-31/64/A-140 Rabstejn nad Strelou,WWII Light,50.0365,13.2926,JO60PA
OKBOTA,503,B/OK-1106,D-31/79/A-120 Rabstejn nad Strelou,WWII Light,50.03797,13.28953,JO60PA
OKBOTA,503,B/OK-1107,D-31/80/A-160 Rabstejn nad Strelou,WWII Light,50.03716,13.29088,JO60PA
OKBOTA,503,B/OK-1108,E-21/1/A-180Z Cernovice,WWII Light,49.87,13.03668,JN69MU
OKBOTA,503,B/OK-1109,E-21/10/A-160Z Cernovice,WWII Light,49.84856,13.03498,JN69MU
OKBOTA,503,B/OK-1110,E-21/11/A-180Z Cernovice,WWII Light,49.84848,13.03772,JN69MU
OKBOTA,503,B/OK-1111,E-21/12/A-120Z Cernovice,WWII Light,49.8487,13.04273,JN69MU
OKBOTA,503,B/OK-1112,E-21/13/A-140Z Cernovice,WWII Light,49.84618,13.04482,JN69MU
OKBOTA,503,B/OK-1113,E-21/14/A-160Z Cernovice,WWII Light,49.83361,13.06018,JN69MU
OKBOTA,503,B/OK-1114,E-21/16/A-160Z Cernovice,WWII Light,49.83008,13.06373,JN69MT
OKBOTA,503,B/OK-1115,E-21/17/D1Z Cernovice,WWII Light,49.82855,13.06592,JN69MT
OKBOTA,503,B/OK-1116,E-21/18/D2Z Cernovice,WWII Light,49.82818,13.06718,JN69MT
OKBOTA,503,B/OK-1117,E-21/2/D1Z Cernovice,WWII Light,49.86876,13.035,JN69MU
OKBOTA,503,B/OK-1118,E-21/3/D2Z Cernovice,WWII Light,49.86787,13.03427,JN69MU
OKBOTA,503,B/OK-1119,E-21/4/EZ Cernovice,WWII Light,49.86765,13.03539,JN69MU
OKBOTA,503,B/OK-1120,E-21/5/A-140Z Cernovice,WWII Light,49.8662,13.03496,JN69MU
OKBOTA,503,B/OK-1121,E-21/7/D1Z Cernovice,WWII Light,49.85983,13.03471,JN69MU
OKBOTA,503,B/OK-1122,E-21/8/D2Z Cernovice,WWII Light,49.85952,13.03481,JN69MU
OKBOTA,503,B/OK-1123,E-21/9/A-160Z Cernovice,WWII Light,49.85832,13.03096,JN69MU
OKBOTA,503,B/OK-1124,E-22/1/A-120 Stribro,WWII Light,49.76754,13.06475,JN69MS
OKBOTA,503,B/OK-1125,E-22/10/A-180 Stribro,WWII Light,49.76633,13.0297,JN69MS
OKBOTA,503,B/OK-1126,E-22/11/A-120 Stribro,WWII Light,49.76291,13.02591,JN69MS
OKBOTA,503,B/OK-1127,E-22/12/A-160 Stribro,WWII Light,49.7634,13.02289,JN69MS
OKBOTA,503,B/OK-1128,E-22/13/A-160Z Stribro,WWII Light,49.76269,13.01925,JN69MS
OKBOTA,503,B/OK-1129,E-22/14/A-160 Stribro,WWII Light,49.76048,13.01873,JN69MS
OKBOTA,503,B/OK-1130,E-22/15/B2-80Z Stribro,WWII Light,49.76052,13.01951,JN69MS
OKBOTA,503,B/OK-1131,E-22/17/D1 Stribro,WWII Light,49.75827,13.01588,JN69MS
OKBOTA,503,B/OK-1132,E-22/18/D2 Stribro,WWII Light,49.75702,13.01375,JN69MS
OKBOTA,503,B/OK-1133,E-22/19/A-120 Stribro,WWII Light,49.75583,13.01223,JN69MS
OKBOTA,503,B/OK-1134,E-22/2/A-120 Stribro,WWII Light,49.76644,13.06323,JN69MS
OKBOTA,503,B/OK-1135,E-22/20/A-140Z Stribro,WWII Light,49.74982,13.00665,JN69MR
OKBOTA,503,B/OK-1136,E-22/21/A-160Z Stribro,WWII Light,49.74929,13.00344,JN69MR
OKBOTA,503,B/OK-1137,E-22/22/C2 Stribro,WWII Light,49.75002,13.00083,JN69MS
OKBOTA,503,B/OK-1138,E-22/23/A-140Z Stribro,WWII Light,49.74899,12.9985,JN69LR
OKBOTA,503,B/OK-1139,E-22/24/A-180Z Stribro,WWII Light,49.74832,12.99636,JN69LR
OKBOTA,503,B/OK-1140,E-22/25/A-180Z Stribro,WWII Light,49.7476,12.99509,JN69LR
OKBOTA,503,B/OK-1141,E-22/26/A-200Z Stribro,WWII Light,49.74508,12.99174,JN69LR
OKBOTA,503,B/OK-1142,E-22/27/A-140 Stribro,WWII Light,49.74331,12.99396,JN69LR
OKBOTA,503,B/OK-1143,E-22/28/E Stribro,WWII Light,49.74242,12.99829,JN69LR
